stamp_sec,stamp_nsec,status,service,latitude,longitude
1744809526,0,1,1,25.758007049560547,-80.37389373779297
1744809528,0,1,1,25.757999420166016,-80.37389373779297
1744809529,0,1,1,25.757993698120117,-80.37389373779297
1744809530,0,1,1,25.75798797607422,-80.37389373779297
1744809531,0,1,1,25.75798225402832,-80.37389373779297
1744809532,0,1,1,25.757976531982422,-80.37389373779297
1744809534,0,1,1,25.75796890258789,-80.37389373779297
1744809535,0,1,1,25.757963180541992,-80.37389373779297
1744809536,0,1,1,25.75796127319336,-80.37388610839844
1744809537,0,1,1,25.757957458496094,-80.37388610839844
1744809538,0,1,1,25.75795555114746,-80.37388610839844
1744809540,0,1,1,25.757951736450195,-80.3738784790039
1744809542,0,1,1,25.757946014404297,-80.37386322021484
1744809543,0,1,1,25.757944107055664,-80.37385559082031
1744809544,0,1,1,25.75794219970703,-80.37385559082031
1744809545,0,1,1,25.7579402923584,-80.37384796142578
1744809546,0,1,1,25.757938385009766,-80.37384033203125
1744809547,0,1,1,25.757936477661133,-80.37383270263672
1744809549,0,1,1,25.757932662963867,-80.37381744384766
1744809550,0,1,1,25.757930755615234,-80.3738021850586
1744809551,0,1,1,25.7579288482666,-80.37379455566406
1744809552,0,1,1,25.75792694091797,-80.37378692626953
1744809553,0,1,1,25.757923126220703,-80.373779296875
1744809554,0,1,1,25.75792121887207,-80.37377166748047
1744809555,0,1,1,25.757919311523438,-80.37376403808594
1744809557,0,1,1,25.757915496826172,-80.37374877929688
1744809558,0,1,1,25.757911682128906,-80.37374114990234
1744809559,0,1,1,25.757909774780273,-80.37373352050781
1744809560,0,1,1,25.75790786743164,-80.37372589111328
1744809561,0,1,1,25.757905960083008,-80.37371826171875
1744809562,0,1,1,25.757902145385742,-80.37371063232422
1744809564,0,1,1,25.757898330688477,-80.37369537353516
1744809565,0,1,1,25.75789451599121,-80.37368774414062
1744809566,0,1,1,25.757892608642578,-80.3736801147461
1744809567,0,1,1,25.757890701293945,-80.37367248535156
1744809568,0,1,1,25.75788688659668,-80.3736572265625
1744809569,0,1,1,25.757884979248047,-80.37364959716797
1744809570,0,1,1,25.75788116455078,-80.37364196777344
1744809572,0,1,1,25.757877349853516,-80.37362670898438
1744809573,0,1,1,25.75787353515625,-80.37361907958984
1744809574,0,1,1,25.757871627807617,-80.37361145019531
1744809575,0,1,1,25.75786781311035,-80.37360382080078
1744809577,0,1,1,25.757863998413086,-80.37358856201172
1744809578,0,1,1,25.75786018371582,-80.37358093261719
1744809579,0,1,1,25.757858276367188,-80.37357330322266
1744809580,0,1,1,25.757854461669922,-80.37356567382812
1744809582,0,1,1,25.757848739624023,-80.37354278564453
1744809583,0,1,1,25.75784683227539,-80.37353515625
1744809584,0,1,1,25.757843017578125,-80.37352752685547
1744809585,0,1,1,25.757841110229492,-80.37351989746094
1744809586,0,1,1,25.75783920288086,-80.3735122680664
1744809587,0,1,1,25.757835388183594,-80.37350463867188
1744809589,0,1,1,25.757829666137695,-80.37348937988281
1744809590,0,1,1,25.757827758789062,-80.37348175048828
1744809591,0,1,1,25.75782585144043,-80.37347412109375
1744809592,0,1,1,25.757822036743164,-80.37346649169922
1744809593,0,1,1,25.75782012939453,-80.37345886230469
1744809595,0,1,1,25.7578182220459,-80.37345123291016
1744809596,0,1,1,25.7578125,-80.3734359741211
1744809597,0,1,1,25.7578125,-80.37342834472656
1744809598,0,1,1,25.7578125,-80.37342071533203
1744809599,0,1,1,25.7578125,-80.37342071533203
1744809600,0,1,1,25.757814407348633,-80.3734130859375
1744809601,0,1,1,25.7578182220459,-80.3734130859375
1744809603,0,1,1,25.757822036743164,-80.37340545654297
1744809604,0,1,1,25.75782585144043,-80.37340545654297
1744809605,0,1,1,25.757829666137695,-80.37340545654297
1744809606,0,1,1,25.757835388183594,-80.37339782714844
1744809607,0,1,1,25.75783920288086,-80.37339782714844
1744809608,0,1,1,25.75784683227539,-80.37339782714844
1744809609,0,1,1,25.75785255432129,-80.37339782714844
1744809611,0,1,1,25.75786590576172,-80.37339782714844
1744809612,0,1,1,25.757871627807617,-80.37339782714844
1744809613,0,1,1,25.75787925720215,-80.37339782714844
1744809614,0,1,1,25.75788688659668,-80.37339782714844
1744809615,0,1,1,25.75789451599121,-80.37339782714844
1744809616,0,1,1,25.757902145385742,-80.37339782714844
1744809618,0,1,1,25.757917404174805,-80.3733901977539
1744809619,0,1,1,25.757923126220703,-80.3733901977539
1744809620,0,1,1,25.757930755615234,-80.3733901977539
1744809621,0,1,1,25.757938385009766,-80.3733901977539
1744809622,0,1,1,25.757946014404297,-80.3733901977539
1744809624,0,1,1,25.757953643798828,-80.3733901977539
1744809625,0,1,1,25.75796127319336,-80.3733901977539
1744809626,0,1,1,25.757976531982422,-80.3733901977539
1744809627,0,1,1,25.757984161376953,-80.3733901977539
1744809629,0,1,1,25.757991790771484,-80.3733901977539
1744809630,0,1,1,25.757999420166016,-80.3733901977539
1744809631,0,1,1,25.758007049560547,-80.3733901977539
1744809632,0,1,1,25.758014678955078,-80.3733901977539
1744809633,0,1,1,25.75802230834961,-80.37338256835938
1744809635,0,1,1,25.758039474487305,-80.37338256835938
1744809636,0,1,1,25.758047103881836,-80.37338256835938
1744809637,0,1,1,25.758054733276367,-80.37338256835938
1744809638,0,1,1,25.7580623626709,-80.37338256835938
1744809639,0,1,1,25.75806999206543,-80.37338256835938
1744809640,0,1,1,25.75807762145996,-80.37338256835938
1744809641,0,1,1,25.758085250854492,-80.37338256835938
1744809643,0,1,1,25.758102416992188,-80.37338256835938
1744809644,0,1,1,25.75811004638672,-80.37338256835938
1744809645,0,1,1,25.75811767578125,-80.37337493896484
1744809646,0,1,1,25.75812530517578,-80.37337493896484
1744809647,0,1,1,25.758132934570312,-80.37337493896484
1744809648,0,1,1,25.758140563964844,-80.37337493896484
1744809650,0,1,1,25.75815773010254,-80.37337493896484
1744809651,0,1,1,25.75816535949707,-80.37337493896484
1744809652,0,1,1,25.7581729888916,-80.37337493896484
1744809653,0,1,1,25.758182525634766,-80.37337493896484
1744809654,0,1,1,25.758190155029297,-80.37337493896484
1744809655,0,1,1,25.758197784423828,-80.37337493896484
1744809657,0,1,1,25.75821304321289,-80.37337493896484
1744809658,0,1,1,25.75821876525879,-80.37337493896484
1744809659,0,1,1,25.75822639465332,-80.37336730957031
1744809660,0,1,1,25.75823211669922,-80.37336730957031
1744809661,0,1,1,25.758235931396484,-80.37336730957031
1744809663,0,1,1,25.75824546813965,-80.37337493896484
1744809664,0,1,1,25.758249282836914,-80.37337493896484
1744809665,0,1,1,25.758251190185547,-80.37338256835938
1744809666,0,1,1,25.75825309753418,-80.37338256835938
1744809667,0,1,1,25.75825309753418,-80.3733901977539
1744809668,0,1,1,25.758255004882812,-80.37339782714844
1744809670,0,1,1,25.758258819580078,-80.37340545654297
1744809671,0,1,1,25.758258819580078,-80.3734130859375
1744809672,0,1,1,25.75826072692871,-80.37342071533203
1744809673,0,1,1,25.75826072692871,-80.37342834472656
1744809674,0,1,1,25.75826072692871,-80.3734359741211
1744809675,0,1,1,25.75826072692871,-80.37344360351562
1744809676,0,1,1,25.75826072692871,-80.37345123291016
1744809678,0,1,1,25.758262634277344,-80.37347412109375
1744809679,0,1,1,25.758262634277344,-80.37348175048828
1744809680,0,1,1,25.758262634277344,-80.37348937988281
1744809681,0,1,1,25.758262634277344,-80.37349700927734
1744809682,0,1,1,25.758262634277344,-80.37350463867188
1744809684,0,1,1,25.758262634277344,-80.37351989746094
1744809685,0,1,1,25.758262634277344,-80.37352752685547
1744809687,0,1,1,25.75826072692871,-80.37355041503906
