stamp_sec,stamp_nsec,pos_x,pos_y,pos_z,ori_x,ori_y,ori_z,ori_w
1744809445,993635027,-0.049032704473870356,-0.00023106289579987406,0.0,0.0,0.0,-0.9999972241748258,0.00235619240369066
1744809446,993516050,-0.09806540894774071,-0.0004621257915997481,0.0,0.0,0.0,-0.999996573055755,0.002617990975192712
1744809449,955342623,-2.0096287674564937,0.04669344744809423,0.0,0.0,0.0,0.999891249735057,0.014747498203618318
1744809452,906084198,-4.704604212290404,0.21121046829017986,0.0,0.0,0.0,0.9995853681790434,0.028793952878447833
1744809453,985809726,-5.603093708177963,0.26333172863296544,0.0,0.0,0.0,0.9995803274618023,0.02896841299340049
1744809456,27408359,-7.3995401768006746,0.37619717302674605,0.0,0.0,0.0,0.9994502159259128,0.03315517886615038
1744809457,900027480,-9.196296902529259,0.4842030457795573,0.0,0.0,0.0,0.9995494437396093,0.03001515483614337
1744809458,947061463,-10.09450117712146,0.54102804999686,0.0,0.0,0.0,0.9995010629176166,0.031585205817827644
1744809460,66992547,-9.196296902529259,0.4842030457795573,0.0,0.0,0.0,0.9995494437396093,0.03001515483614337
1744809461,887234770,-10.992545015356496,0.6003612016042353,0.0,0.0,0.0,0.999478768718314,0.032282981295461165
1744809465,51018077,-13.6854849307017,0.794810818076563,0.0,0.0,0.0,0.9991978934544445,0.04004459659180682
1744809466,28279926,-14.58321520459171,0.8586884772491681,0.0,0.0,0.0,0.99936932164741,0.03550998380731319
1744809468,801434971,-17.277393093756608,1.035903894588885,0.0,0.0,0.0,0.9994645874620061,0.03271908326041701
1744809470,70454804,-18.175055982913296,1.1007216192548073,0.0,0.0,0.0,0.9993505916779402,0.03603324732730866
1744809471,90768994,-19.0730773043424,1.1603681301227844,0.0,0.0,0.0,0.9994502159323798,0.033155178671202094
1744809474,966243615,-22.661112198439778,1.4522062083408727,0.0,0.0,0.0,0.9990058896821549,0.0445783846765029
1744809476,16191829,-23.556599588718566,1.5422191732497448,0.0,0.0,0.0,0.9987457106788127,0.05007000499973417
1744809477,71693921,-24.44259730329637,1.7003585097947957,0.0,0.0,0.0,0.9961028825092437,0.08819890847836939
1744809477,868143025,-25.320578392689406,1.8982200944144967,0.0,0.0,0.0,0.9938648156993081,0.11060166416008589
1744809478,934657880,-26.192068374932344,2.122953738647408,0.0,0.0,0.0,0.9920489409530542,0.1258526867171445
1744809480,2002044,-27.060418269967833,2.359530279732645,0.0,0.0,0.0,0.9911693136659597,0.13260238175444058
1744809481,97880043,-27.94879062618495,2.503733458301099,0.0,0.0,0.0,0.9967648659028864,0.08037289407257228
1744809482,981859012,-29.44735307167244,1.5065822175283832,0.0,0.0,0.0,-0.9572185466071716,0.2893659517483943
1744809483,798180079,-30.024175568320306,0.8157307086200498,0.0,0.0,0.0,-0.9057907830079464,0.42372521451744105
1744809484,899388151,-30.18514610487176,0.49301481074176656,0.0,0.0,0.0,-0.8503981381542179,0.5261397215795817
1744809486,833490544,-29.89804709745234,2.2656178879336473,0.0,0.0,0.0,-0.7386906631988394,0.6740445861386759
1744809487,940904865,-29.903227924134455,2.8713962408008262,0.0,0.0,0.0,-0.704076688205199,0.7101239449039858
1744809488,777537965,-29.935512636519395,3.2797896380077445,0.0,0.0,0.0,-0.6786725611530449,0.7344409811128234
1744809491,14898886,-29.62858062352714,1.776543375136888,0.0,0.0,0.0,-0.632434964958222,0.7746134617332004
1744809491,856464881,-29.404759701834994,0.9048185360891075,0.0,0.0,0.0,-0.6129070431185826,0.7901550205470038
1744809492,988866266,-29.144631060177403,0.043230995679325424,0.0,0.0,0.0,-0.5962248635942701,0.8028174836362211
1744809493,834261677,-28.865768888951017,-0.8124768338155943,0.0,0.0,0.0,-0.5874321846314667,0.8092733953733451
1744809494,977297200,-29.144631060177403,0.04323099567932532,0.0,0.0,0.0,-0.5962248635942701,0.8028174836362211
1744809495,829684665,-28.877893636631146,-0.8163335143371737,0.0,0.0,0.0,-0.5931378781314688,0.8051008989721095
1744809497,842074656,-28.337821756861903,-2.5334014700927154,0.0,0.0,0.0,-0.591591103210175,0.8062381574960144
1744809501,18814733,-27.503775312226246,-5.10134887903741,0.0,0.0,0.0,-0.5870790167171446,0.8095296338803358
1744809501,888474667,-27.226407057235146,-5.957542111388141,0.0,0.0,0.0,-0.5881381852974221,0.8087604558798948
1744809504,817970294,-26.4089689225641,-8.530796858547298,0.0,0.0,0.0,-0.5929973526695751,0.805204408660854
1744809508,80459463,-25.68569004279412,-10.927923813408295,0.0,0.0,0.0,-0.5962949205599997,0.8027654500003993
1744809508,968665027,-25.47210679988716,-11.649894027302459,0.0,0.0,0.0,-0.5984644254914243,0.8011493814646675
1744809511,50883008,-25.021343098598365,-13.291048785394233,0.0,0.0,0.0,-0.6060578049011337,0.7954206039061468
1744809514,47517201,-24.73934482338386,-14.284666103576146,0.0,0.0,0.0,-0.6011875794003017,0.7991079366235866
1744809517,47395005,-24.221151723348814,-15.975386178934365,0.0,0.0,0.0,-0.5923647632004185,0.8056698997222821
1744809520,47434653,-23.46789643642956,-18.56810806181921,0.0,0.0,0.0,-0.6025117231119853,0.7981100322089846
1744809521,847371689,-22.972202238452574,-20.29850860882142,0.0,0.0,0.0,-0.6021634245925542,0.7983728515442939
1744809524,849487601,-22.200998270206444,-22.88601039294536,0.0,0.0,0.0,-0.5967151651732058,0.8024531211555687
1744809526,47781441,-21.94643890261605,-23.749259793971493,0.0,0.0,0.0,-0.5988139353058233,0.8008881762665455
