stamp_sec,stamp_nsec,current_id,relative_rad,feature_count
1744810403,991360481,424,0.0,0
1744810404,891987301,421,0.0,0
1744810406,993407489,421,0.0,0
1744810407,894801637,424,0.0,0
1744810409,94009817,424,0.0,0
1744810409,995090201,424,0.0,0
1744810410,896468521,424,0.0,0
1744810412,95603729,425,0.0,0
1744810412,996439133,425,0.0,0
1744810415,98053205,426,0.0,0
1744810415,997836461,426,0.0,0
1744810416,899987677,426,0.0,0
1744810418,99058865,425,0.0,0
1744810418,999978713,426,0.0,0
1744810419,902836957,426,0.0,0
1744810421,100452293,426,0.0,0
1744810422,901376737,427,0.0,0
1744810424,102097685,427,0.0,0
1744810425,3587365,427,0.0,0
1744810425,903161401,427,0.0,0
1744810427,104021237,427,0.0,0
1744810428,6471277,428,0.0,0
1744810430,105920129,428,0.0,0
1744810431,6749533,428,0.0,0
1744810431,909253465,429,0.0,0
1744810433,107371253,429,0.0,0
1744810434,8842069,429,0.0,0
1744810434,907935361,429,0.0,0
1744810437,26835937,430,0.0,0
1744810437,912321709,430,0.0,0
1744810440,22663837,431,0.0,0
1744810440,22663837,431,0.0,0
1744810440,911412277,431,0.0,0
1744810443,12462781,432,0.0,0
1744810444,814087665,432,0.0,0
1744810446,34963561,433,0.0,0
1744810446,914380417,434,0.0,0
1744810448,115438841,435,0.0,0
1744810449,15761881,436,0.0,0
1744810449,916187233,437,0.0,0
1744810452,17448217,438,0.0,0
1744810452,920210893,439,0.0,0
1744810453,818451393,440,0.0,0
1744810455,20175853,441,0.0,0
1744810456,822005793,442,0.0,0
1744810458,20759545,443,0.0,0
1744810458,923883733,444,0.0,0
1744810461,22179793,445,0.0,0
1744810462,824939061,155,0.0,0
1744810464,42375865,446,0.0,0
1744810464,924580105,447,0.0,0
1744810466,148190921,448,0.0,0
1744810467,27060133,449,0.0,0
1744810467,926452777,450,0.0,0
1744810469,126791789,448,0.0,0
1744810470,927205453,451,0.0,0
1744810472,128326013,452,0.0,0
1744810473,29972725,453,0.0,0
1744810473,929193565,454,0.0,0
1744810474,829876053,450,0.0,0
1744810476,930612121,455,0.0,0
1744810478,147076481,456,0.0,0
1744810479,37011529,457,0.0,0
1744810479,933550333,380,0.0,0
1744810481,133465049,384,0.0,0
1744810482,37820425,172,0.0,0
1744810482,934058149,457,0.0,0
1744810485,34827853,458,0.0,0
1744810485,938002429,458,0.0,0
1744810486,838634049,458,0.0,0
1744810488,39186337,387,0.0,0
1744810488,938267857,459,0.0,0
1744810491,40893109,459,0.0,0
1744810491,938971669,459,0.0,0
1744810492,839981529,459,0.0,0
1744810494,41208997,389,0.0,0
1744810494,940319629,389,0.0,0
1744810495,843480189,55,0.0,0
1744810497,41541589,460,0.0,0
1744810497,941556589,175,0.0,0
1744810500,42703345,461,0.0,0
1744810500,945792685,461,0.0,0
1744810501,844137297,461,0.0,0
1744810503,45651949,461,0.0,0
1744810503,944720053,462,0.0,0
1744810504,845421273,462,0.0,0
1744810506,946487557,462,0.0,0
1744810507,846998865,463,0.0,0
1744810509,50307073,463,0.0,0
1744810509,947757973,464,0.0,0
1744810511,148264145,464,0.0,0
1744810512,48696277,464,0.0,0
1744810512,951156421,464,0.0,0
1744810515,50638825,465,0.0,0
1744810515,950639101,465,0.0,0
1744810518,53833885,466,0.0,0
1744810518,952388509,466,0.0,0
1744810521,55121713,466,0.0,0
1744810521,956567125,467,0.0,0
1744810522,857742117,467,0.0,0
1744810524,55713481,468,0.0,0
1744810524,958126789,468,0.0,0
1744810525,857420313,469,0.0,0
1744810527,959890537,469,0.0,0
1744810528,861363573,470,0.0,0
1744810530,958524601,471,0.0,0
1744810531,260070777,472,0.0,0
1744810531,860140233,473,0.0,0
1744810533,59917285,474,0.0,0
1744810534,863031729,475,0.0,0
1744810536,61851745,476,0.0,0
1744810536,963143365,477,0.0,0
1744810539,62722429,478,0.0,0
1744810539,62722429,411,0.0,0
1744810539,963597169,412,0.0,0
1744810540,867263409,413,0.0,0
1744810543,865964001,414,0.0,0
1744810545,68134189,479,0.0,0
1744810545,967763425,479,0.0,0
1744810546,868210125,479,0.0,0
1744810548,79432765,479,0.0,0
1744810548,969221677,416,0.0,0
1744810549,869729205,480,0.0,0
1744810551,970935241,481,0.0,0
1744810553,170230925,482,0.0,0
1744810554,70755253,483,0.0,0
1744810554,972397429,421,0.0,0
1744810555,873479025,484,0.0,0
1744810557,74499349,424,0.0,0
1744810557,973939249,485,0.0,0
1744810560,73257973,423,0.0,0
1744810560,973675513,424,0.0,0
1744810563,75172525,424,0.0,0
1744810563,975442549,424,0.0,0
1744810564,876145761,424,0.0,0
1744810566,77453869,425,0.0,0
1744810566,978105577,425,0.0,0
1744810569,78204037,486,0.0,0
1744810569,978689185,486,0.0,0
1744810570,880048665,425,0.0,0
1744810572,80587345,425,0.0,0
1744810572,980456581,426,0.0,0
1744810573,881168781,426,0.0,0
1744810575,82368421,426,0.0,0
1744810576,883205169,427,0.0,0
1744810578,83308585,427,0.0,0
1744810578,984299629,487,0.0,0
1744810579,885313425,487,0.0,0
1744810581,84840145,487,0.0,0
1744810581,985858681,487,0.0,0
1744810584,85990189,487,0.0,0
1744810584,987120385,487,0.0,0
1744810585,887145237,488,0.0,0
1744810587,104150833,488,0.0,0
1744810587,989764129,488,0.0,0
1744810588,888808737,488,0.0,0
1744810590,988608001,489,0.0,0
1744810591,890151513,489,0.0,0
1744810593,989860561,489,0.0,0
1744810594,890576733,489,0.0,0
1744810596,91541053,490,0.0,0
1744810596,994421377,490,0.0,0
1744810597,892818669,491,0.0,0
1744810599,93083077,490,0.0,0
1744810600,895845165,490,0.0,0
1744810602,97537897,492,0.0,0
1744810602,994982485,492,0.0,0
1744810603,894982893,492,0.0,0
1744810605,105737317,493,0.0,0
1744810605,998926153,494,0.0,0
1744810606,899088729,495,0.0,0
1744810608,999049273,496,0.0,0
1744810609,897832197,442,0.0,0
